Link,imputed_body_style,imputed_seats,imputed_exterior_color,imputed_location,imputed_year,imputed_mileage_km,imputed_condition
https://otodien.vn/oto-vinfast-vf9-nam-2026/100001468,,,,"Biên Hòa, Đồng Nai",2026,,
https://otodien.vn/oto-vinfast-vf8-nam-2026/100001840,SUV,,,,2026,,
https://otodien.vn/oto-vinfast-vf5-nam-2025/100001227,,,,,2025,70000,Đã qua sử dụng
https://otodien.vn/oto-vinfast-vf9-nam-2025/100000596,SUV,7.0,,,2025,0,Mới 100%
https://otodien.vn/oto-vinfast-vf3-nam-2025/100000484,,,Hồng Tím,,2025,,Mới 100%
https://otodien.vn/oto-vinfast-herio-green-nam-2026/100000875,,,,Cần Thơ,2026,327000,
https://otodien.vn/oto-vinfast-vf3-nam-2025/100000528,,,trắng và xám,Hà Nội,2025,,Mới 100%
https://otodien.vn/oto-vinfast-herio-green-nam-2026/100002007,,,,,2026,,
https://otodien.vn/oto-vinfast-vf7-nam-2026/100001491,,,,,2026,,
https://otodien.vn/oto-vinfast-vf5-nam-2026/100001878,,,,,2026,,
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/131107906.htm,,,,,2026,326,
https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/132490100.htm,SUV,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132966860.htm,,5.0,Xanh,"Thành phố Thủ Đức, TP Hồ Chí Minh",,,
https://xe.chotot.com/mua-ban-oto-huyen-thuong-tin-ha-noi/133082391.htm,,,trắng,,,,Mới 100%
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/132489968.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/126597592.htm,MPV,7.0,Green,,,470,
https://xe.chotot.com/mua-ban-oto-quan-10-tp-ho-chi-minh/120546442.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/130790030.htm,,,,,2025,,
https://xe.chotot.com/mua-ban-oto-quan-lien-chieu-da-nang/133149491.htm,,,Trắng,,2024,95115,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/130995630.htm,,,,,,160000,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133145396.htm,,,Đỏ,,,,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133022837.htm,,6.0,,,2026,,
https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/133030419.htm,,,Đen Điện,Hà Nội,,,
https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/133149131.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/133046305.htm,SUV,,,,2026,160000,
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/131102712.htm,,4.0,,,,160000,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133117203.htm,,,xám,TP Hồ Chí Minh,2025,60000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/132520651.htm,Sedan,4.0,,,,,
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/133054350.htm,,,,,,200000,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133119279.htm,,,Trắng,,2026,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132323387.htm,,,,,2025,2000,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-vung-tau-ba-ria-vung-tau/131423950.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-6-tp-ho-chi-minh/130996142.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133137161.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133143518.htm,,,,"Thành phố Thủ Đức, TP.HCM",2025,25000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/133143058.htm,,,Xanh lá,,,7000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/123666486.htm,,,,Hà Nội,,160000,
https://xe.chotot.com/mua-ban-oto-huyen-hoc-mon-tp-ho-chi-minh/131906334.htm,Sedan,,Đỏ,Hóc Môn,,15000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/133139775.htm,,,Đỏ,,2025,6000,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132852920.htm,,,Trắng,"Thủ Đức, HCM",2025,55000,
https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/132307875.htm,,,Vàng,Hcm,2025,20000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133011626.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/132760834.htm,,,Xanh lá nhạt,"Bình Tân, HCM",2024,15000,Mới 100%
https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/133134153.htm,,,Trắng,q12,2024,60000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132195420.htm,,,,,,,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132919301.htm,null,5.0,xám,null,null,null,null
https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/133123703.htm,,,Xám,Biên Hòa,2023,49000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/133112057.htm,,5.0,Bạc,,2022,40000,
https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/133088281.htm,,,Trắng,"Củ Chi, HCM",2023,,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132728522.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/132683302.htm,,,Xám,,,,Mới 100%
https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/133041489.htm,,,Trắng,Hà Nội,2025,57413,
https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/131868995.htm,null,4.0,null,null,null,200,null
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133118464.htm,,,Trắng,TP. Thủ Đức,2025,82000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133118681.htm,,,xanh,,2025,27000,
https://xe.chotot.com/mua-ban-oto-huyen-thanh-tri-ha-noi/131533651.htm,,,,Thanh Trì HN,,,
https://xe.chotot.com/mua-ban-oto-huyen-thuong-tin-ha-noi/130768050.htm,Van,,,,2026,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132966689.htm,,,Xanh rêu,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132966824.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/132460992.htm,,,,,2026,450,
https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/132890268.htm,,,,,2025,14000,Mới 100%
https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/133030573.htm,,,,,2026,460,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/129997850.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/133088274.htm,,,Xanh rêu,,2024,20000,
https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/133088484.htm,,,Đen,Quận Tân Phú,2022,100000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/130988551.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-huyen-hoai-duc-ha-noi/133089119.htm,SUV,6.0,Xanh Dương,Hưng yên,2023,40000,Mới 100%
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/130280840.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/132489232.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/133080728.htm,,,Xám,VinFast Kim Sơn Biên Hòa,2023,48000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/133080940.htm,,,Đỏ,Biên Hòa,2023,17000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/132578597.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/131726479.htm,,,,,2026,,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/132878847.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-huyen-quoc-oai-ha-noi/133078363.htm,,,Trắng,,2026,19000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/132627481.htm,SUV,5.0,,,,,
https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/132489520.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/132859324.htm,,,Đỏ,,,48000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/132908242.htm,,,Đỏ,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131109356.htm,,,,"Thành phố Thủ Đức, TP. Hồ Chí Minh",2025,,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132967337.htm,,,Xám,,,,
https://xe.chotot.com/mua-ban-oto-quan-10-tp-ho-chi-minh/133073067.htm,,,,,2026,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132928787.htm,,,bạc,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132928755.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/133075106.htm,,,Đỏ,,2022,58000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/131225002.htm,MPV,7.0,,Cần Thơ,2026,,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/133075010.htm,,,Đen,,2023,,
https://xe.chotot.com/mua-ban-oto-quan-4-tp-ho-chi-minh/131417592.htm,null,7.0,null,null,null,null,null
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/133045364.htm,,,,Thành Phố Hồ Chí Minh,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132891471.htm,,,,,,326,
https://xe.chotot.com/mua-ban-oto-thanh-pho-long-xuyen-an-giang/133048011.htm,,,trắng,,,,Mới 100%
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/133064275.htm,MPV,7.0,Green,,,,
https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/131279196.htm,,7.0,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131309445.htm,,,,,,,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/132493696.htm,,,Hồng,"Cầu Giấy, Hà Nội",2025,5000,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133024156.htm,,,,,,,Mới 100%
https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/133030725.htm,,,,Hà Nội,,,
https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/133051921.htm,,,Đỏ,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/133051987.htm,,,Xám,Tỉnh O,2025,36000,
https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/133029929.htm,,,,,2026,326,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132912736.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/129698349.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132912105.htm,,,,,,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131479667.htm,,,Xanh Rêu,,2023,13000,Đã qua sử dụng
https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/132197638.htm,null,5.0,null,"Bình Chánh, TP.HCM",null,null,null
https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/132261190.htm,,5.0,,,,93582,
https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/133043094.htm,,,Xám,,2025,17000,
https://xe.chotot.com/mua-ban-oto-huyen-thanh-tri-ha-noi/133038253.htm,,2.0,Đỏ,,2024,,Mới 100%
https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/132728312.htm,,,,"Thành phố Thủ Đức, TP Hồ Chí Minh",,,
https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/133041618.htm,SUV,,Đen,,2022,58000,
