ID,Tên,Tiền (VNĐ),Vị trí,Ngày đăng,Người dùng,Sao,Đã bán,Đang bán,Năm sản xuất,Tình trạng,Số Km đã đi,Thông tin mô tả,Tính năng nổi bật,Tính năng khác,Kiểu dáng,Màu bên ngoài,Chiều dài(mm),Chiều dài cơ sở(mm),Chiều rộng(mm),khoảng sáng gầm(mm),Số chỗ ngồi,Trọng lượng bản thân (kg),Trọng lượng toàn tải (kg),Dung tích khoang hành lý (lít),Dung tích khoang hành lý khi gập ghế sau (lít),Công suất tốt đa(hp),Tốc độ tối đa (km/h),0-100(s),Tầm hoạt động (km),Dung lượng pin (kWh),Chi phí sạc đầy (VNĐ),Chi phí sạc hàng tháng (VNĐ),Sạc chậm (giờ),Sạc tiêu chuẩn (giờ),Phần trăm sạc treo tường,phút sạc treo tường
https://otodien.vn/oto-vinfast-vf3-nam-2024/100000922,VinFast VF3 2024 Eco,215,Hà Nội,2026-03-20,Nguyễn Xuân,,0,0,2024,Đã sử dụng,1200 Km,"VF3 Plus 2024 đky 25 Thuê pin-Odo : 1.200 km-Nhỏ gọn cho anh chị lượn phố ,cà phê ak-Xe đẹp không lỗi nhỏ-Chào bán 215tr-Alo em: ***-Xem xe Hà Nội",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3190.0,2075.0,1679.0,191.0,5,857.0,1157.0,36.0,285.0,43.0,100.0,19.3,215.0,18.6,25000.0,384000.0,18 giờ,6 giờ,70.0,36.0
https://otodien.vn/oto-vinfast-vf5-nam-2026/100001463,"⚡ VINFAST VF5 PLUS 2026 – ""VUA CÀY TIỀN"" ⚡",455,Hải Phòng,2026-05-12,VinFast Hải Phòng Go,,0,0,2026,Xe mới,0 Km,"Tầm giá 400 triệu, đầu tư xe gì để sinh lời nhanh nhất? Câu trả lời chỉ có thể là VF5 Plus 2026!--Vốn đầu tư cực thấp: Chỉ cần trả trước một khoản nhỏ, nhận xe chạy ngay.--Chi phí nuôi xe ""siêu thực"": Tiền điện chỉ bằng bát phở, bảo dưỡng rẻ như xe máy.--Lợi thế kinh doanh: Xe 2026 mới cứng, nhỏ gọn lách phố cực đỉnh, khách cực kỳ ưa chuộng.--🎁 ƯU ĐÃI CHỐT XE LÀ CÓ LÃI:-✅ Giảm trực tiếp 6% tiền mặt vào giá xe.-✅ Giảm thêm 3% cho anh em lên đời từ xe xăng.-✅ Miễn 100% lệ phí trước bạ (Tiết kiệm ngay vài chục triệu).-✅ Miễn phí vào HTX + 3 tháng App Xanh SM – Có khách ngay sau khi nhận xe!--🚀 Xe sẵn đủ màu – Hồ sơ cầm tay – Thủ tục kinh doanh trọn gói từ A-Z.--📍 Địa chỉ: Vinfast Hải Phòng Go - 25 Lê Đại Thanh, Kiến An, HP.-📲 Liên hệ em ngay: *** (Tư vấn phương án tài chính tối ưu nhất).",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-vf3-nam-2024/100000233,VinFast VF3 2024 thuê pin lướt,250,Hà Nội,2025-05-23,Trường Ô Tô Điện,,0,0,2024,Đã sử dụng,3000 Km,"VinFast VF3 thuê pin-– Màu vàng/đen, sx 2024-– Odo lướt 3000km-– Xe lên full 60 triệu phụ kiện: film xịn, ghế da Nappa, cam lùi, sàn 6D, loa sub, loa tress cánh, gầm ghế, chống ồn, gia cố càng A, ốp la-zăng,...-– Miễn phí sạc xe đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Vàng,3190.0,2075.0,1679.0,191.0,5,857.0,1157.0,36.0,285.0,43.0,100.0,19.3,215.0,18.6,25000.0,384000.0,18 giờ,6 giờ,70.0,36.0
https://otodien.vn/oto-vinfast-vf6-nam-2025/100000691,Vf6 plus 2025,635,Tp Hồ Chí Minh,2026-02-02,Vũ Đình Tuấn,,0,1,2025,Đã sử dụng,35000 Km,"Vinfast VF6 Plus nâng cao - 2025 (Mua pin)-🔹 Odo: 35.000 km -🔹 Xuất xứ: Việt Nam-👉 Giá chào: 635 triệu-Trang bị: dán phim cách nhiệt, lót thảm trải sàn--Xem xe tại 22 đường 24 Phường An Khánh",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4238.0,2730.0,1820.0,170.0,5,1550.0,1977.0,350.0,1275.0,201.0,175.0,8.5,381.0,59.6,104000.0,400000.0,18 giờ,9 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2026/100001392,🔥 VINFAST VF8 ECO PLUS,836,An Giang,2026-05-11,VinFast Châu Đốc An Giang,,0,0,2026,Xe mới,0 Km,"💰 VF8 Giá chỉ: 8xx yêu thương-🎁 Ưu đãi cực hấp dẫn-• Giảm 6% giá xe-• Giảm 5% dành cho CA, BĐ-• Giảm 3% đổi xăng lên điện-🛠 Cam kết-✔ Hỗ trợ vay ngân hàng nhanh chóng-📩 Inbox nhận hình xe + báo giá chi tiết-📞 Zalo: ***",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf5-nam-2024/100000193,VinFast VF5 Plus 2024 mua pin cũ,475,Hà Nội,2025-05-04,Trường Ô Tô Điện,,0,0,2024,Đã sử dụng,50000 Km,"VinFast VF5 Plus mua pin-– Màu trắng/đen, sx 2024-– Odo 5v km-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-herio-green-nam-2025/100000134,VinFast Herio Green 2025 hỗ trợ giá tốt nhất,499,Đà Nẵng,2026-06-16,VinFast Đà Nẵng,,1,34,2025,Xe mới,0 Km,"CHÍNH THỨC NHẬN CỌC XE VINFAST GREEN--🇻🇳 MINIO GREEN giá chỉ từ 269.000.000-Đặt cọc 7.000.000 VNĐ--🇻🇳 HERIO GREEN giá chỉ từ 499.000.000-Đặt cọc 10.000.000 VNĐ--🇻🇳 NERIO GREEN giá chỉ từ 668.000.000-Đặt cọc 10.000.000 VNĐ--🇻🇳 LIMO GREEN giá chỉ từ 749.000.000-Đặt cọc 15.000.000 VNĐ--- Miễn phí sạc đến tháng 07/2027-- Hỗ trợ 100% lệ phí trước bạ-- Cứu hộ miễn phí 24/7-- Chia sẽ doanh thu lên đến 90% trong 3 năm-- Hỗ trợ vay góp lên đến 80% giá trị xe-- Hỗ trợ đăng ký Flatform , Be , Grab--☎️ VinFast Phan Trọng Tuệ Đà Nẵng-Hotline : *** Tùng",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3967.0,2514.0,1723.0,160.0,5,1360.0,1685.0,260.0,900.0,136.0,130.0,12.0,326.0,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,33.0
https://otodien.vn/oto-vinfast-vf3-nam-2026/100001307,🔥VINFAST VF3 GIÁ chỉ từ 2XX 🔥🔥,260,Long An,2026-05-05,VinFast Xanh Long An,,0,0,2026,Xe mới,0 Km,"VF3 - VIN 2026 - ƯU ĐÃI ĐÃ ÁP DỤNG FULL CHÍNH SÁCH -✅ Giảm tới 6% giá xe -✅ Giảm 5% dành cho cán bộ Công An - Quân Đội-✅ THU XĂNG ĐỔI ĐIỆN GIẢM THÊM 3% VÀO -GIÁ XE (Áp dụng đến 30/04/2026)-✅ Miễn 100% lệ phí trước bạ-✅ Sạc pin miễn phí đến 10/2029-✅ Chế độ hậu mãi ( Bảo hành, dịch vụ bảo dưỡng bảo trì, cứu hộ, hỗ trợ đồng hành sau mua xe) cực tốt-📦 Xử lý nợ xấu , hỗ trợ vay max 85%-👉 Inbox hoặc gọi ngay … để được tư vấn chi tiết...--📍VinFast 3S Bến Lức Long An-📞 *** ( zalo/call)",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Hồng,3190.0,2075.0,1679.0,191.0,5,857.0,1157.0,36.0,285.0,43.0,100.0,19.3,215.0,18.6,25000.0,384000.0,18 giờ,6 giờ,70.0,36.0
https://otodien.vn/oto-vinfast-vf5-nam-2024/100000408,VinFast VF5 Plus 2024 mua pin cũ – 40000 km,440,Hà Nội,2025-07-07,Mua Bán Ô Tô Điện,,0,0,2024,Đã sử dụng,40000 Km,"VinFast VF5 Plus mua pin-– Màu đỏ/đen, sx 2024-– Odo 4v km-– Xe đã trang bị thảm sàn, film cách nhiệt, bọc vô lăng-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-vf6-nam-2024/100000461,VinFast VF6 Plus 2024 cũ,655,Hà Nội,2025-08-21,Giang Đức Dân,,11,0,2024,Đã sử dụng,35000 Km,"🔥 VinFast VF6 Plus 2024 – bản cao cấp, mua pin 🔥-📌 Thông số chính:-Mẫu xe: VF6 Plus 2024-Pin: Mua pin chính chủ-Odo: 3v5 (35.000 km)-Tình trạng: Xe chạy giữ gìn, nội ngoại thất nguyên bản, gầm bệ chắc chắn – không lỗi nhỏ.-🚙 Điểm nổi bật bản Plus:-Nội thất da cao cấp, màn hình trung tâm 12.9 inch hiện đại.-Hệ thống ADAS thông minh, nhiều tính năng an toàn.-Cảm giác lái mượt, chi phí vận hành tiết kiệm.-💰 Giá : 65x tr-👉 Xe đã có biển trắng – hồ sơ cầm tay, hỗ trợ sang tên nhanh gọn.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,4238.0,2730.0,1820.0,170.0,5,1550.0,1977.0,350.0,1275.0,201.0,175.0,8.5,381.0,59.6,104000.0,400000.0,18 giờ,9 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2023/100001058,VinFast VF8 2023 Eco,640,Hà Nội,2026-05-15,Thăng Long Car,,9,52,2023,Đã sử dụng,41000 Km,vf8 eco xám vin2023 pin catl odo 4v1 giá giảm full chính sách 640tr-📞:***,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2024/100000222,VinFast VF8 Eco 2024 mới,969,Hà Nội,2025-05-15,VinFast Tràng An Lê Văn Lương,,1,8,2024,Xe mới,0 Km,- Áp dụng thu cũ đổi mới giảm tối đa 90tr-- Áp dụng giảm 3% Khối Nhà nước-- Tặng Ví Vin club 50tr kh thủ đô-- Tặng 23tr tiền mặt hoàn về,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2026/100001759,💥 VINFAST VF 8 ECO 2026,835,Bắc Ninh,2026-06-14,VinFast Trung Kiên Bắc Ninh,,0,14,2026,Xe mới,0 Km,$12,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2025/100000493,VinFast VF8 Eco 2025 lướt,790,Hà Nội,2025-09-15,Giang Đức Dân,,11,0,2025,Đã sử dụng,2000 Km,"🚘 Xe Mới Về – VF8 Eco 2023 🚘-✨ Thông tin nổi bật:-Mua pin CATL – bền bỉ, yên tâm sử dụng-Odo: 2.000 km – gần như xe mới, sơn zin 100%-Biển trắng cá nhân, không taxi – không GF-Hồ sơ cầm tay, sang tên nhanh gọn trong 24h-Miễn phí sạc tới T7/2027 – chạy gần như 0 đồng chi phí 💸-Hỗ trợ trả góp, kể cả khách đang có nợ xấu-💰 Giá: 7xx Triệu – siêu hợp lý cho một em SUV điện chuẩn lướt như mới!",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf5-nam-2024/100002016,VinFast VF5 2024 Plus cũ,395,Hà Nội,2026-06-21,Hoàng Auto,,11,21,2024,Đã sử dụng,55000 Km,"Vinfast VF5 Plus 2024 Trắng 5v5 km mua pin, biển trắng k dịch vụ--Giá: 395tr",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-vf8-nam-2026/100001853,🚗 VINFAST VF8 ALL NEW – HỖ TRỢ TRẢ GÓP 85% ⚡,999,Kon Tum,2026-06-22,VinFast Kon Tum,,0,9,2026,Xe mới,0 Km,"✅ VinFast VF8 All New 2026 – Hoàn toàn mới từ thiết kế đến công nghệ! Ngoại thất mạnh mẽ ấn tượng, nội thất sang trọng đẳng cấp, vận hành bứt phá trên mọi cung đường!--💰 HỖ TRỢ TRẢ GÓP LÊN ĐẾN 85% – Chỉ cần vốn ban đầu nhỏ, sở hữu ngay SUV điện All New đỉnh nhất phân khúc!--🎯 ƯU ĐÃI ĐẶC BIỆT TẠI SHOWROOM KON TUM:-• Lái thử miễn phí – Cảm nhận sức mạnh & đẳng cấp All New-• Tư vấn hồ sơ vay – Duyệt nhanh trong ngày-• Giao xe tận nơi toàn tỉnh Kon Tum-• Bảo hành chính hãng toàn quốc--📍 Showroom VinFast Kon Tum-377B Phan Đình Phùng, P. Duy Tân, TP. Kon Tum-📞 Hotline: ***--👉 Nhắn tin hoặc gọi ngay – Nhận báo giá & ưu đãi tốt nhất!",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2022/100000279,VinFast VF8 Eco 2022 mua pin cũ,740,Hà Nội,2025-05-31,Trường Ô Tô Điện,,0,0,2022,Đã sử dụng,36000 Km,"VinFast VF8 Eco, sx 2022, mua pin-– Màu trắng/đen-– Odo 3.6v km-– Miễn phí sạc đến tháng 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf3-nam-2025/100000360,VinFast VF3 sản xuất 2025 xe mới 100%,287,Cần Thơ,2025-06-16,VinFast Cần Thơ,,0,0,2025,Xe mới,0 Km,"- Dòng xe điện Mini car, 4 chỗ ngồi-- Xuất xứ: Việt Nam, xe mới 2025-- Kích thước (DxRxC): 3190x1679x1622-- Công suất tối đa: 32kW (~42HP)-- Moment xoắn cực đại: 110Nm-- Dung lượng pin: 18,64kWh-- Quãng đường chạy được 1 lần sạc đầy: ~210km",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3190.0,2075.0,1679.0,191.0,5,857.0,1157.0,36.0,285.0,43.0,100.0,19.3,215.0,18.6,25000.0,384000.0,18 giờ,6 giờ,70.0,36.0
https://otodien.vn/oto-vinfast-vfe34-nam-2022/100000717,VinFast VFe34 2022,390,Hà Nội,2026-02-04,Vũ Đình Tuấn,,0,1,2022,Đã sử dụng,50000 Km,VF E34 2022 thuê Pin tiên phong-Odo 5v--Ae quan tâm xe đi tết alo,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,4300.0,2611.0,1793.0,180.0,5,1490.0,1815.0,290.0,,147.0,130.0,12.0,318.6,42.0,73000.0,384000.0,19.4 giờ,6 giờ,80.0,18.0
